USER,DATE,STAR,LIKE,TITLE,REVIEW
TaliaHopes,2021-07-22 00:04:23-07:00,3,0,FIX THIS PLEASE!,Okay so I’m just hoping that y’all fix this because there is a show I saw on my tv from Netflix that I wanted to watch. I get on my phone and the show isn’t there. I know you guys have it because im looking at it on my tv as I type this but why aren’t the same shows on mobile too. I tried updating the app and still after doing that I cant find the show. It’s really frustrating!!! But all in all Netflix is pretty good. BUT PLEASE I BEG OF YOU FIX THIS!!!
SASRises,2021-07-21 23:30:29-07:00,2,0,You app has BUGS,"If you have an iPhone and use and hdmi connector so you watch movies direct from your iPhone to your tv or monitor or any viewing device.. it crashes. Please fix ASAP! I have no problem with other apps: HBO MAX, Amazon Prime, Paramount Plus( which shocks me why I can’t find STAR TREK 2009 there) Disney+"
ghjuubvdtfd,2021-07-21 16:36:50-07:00,1,0,Good luck,No way to create an account. Will only direct you to costumer serves with said there was nothing they could doo
fbsvdbxbe d,2021-07-21 15:55:16-07:00,4,0,Please,I would do greatly appreciate if you would add the office again ☹️🙏🙏💗💗🙈
chc duh xhkkx,2021-07-21 15:42:43-07:00,4,0,My review,THIS APP IS SOOO AMAZING I LOVE IT SM DOWNLOAD IN RN !!!!!!
anonymous6287,2021-07-21 13:43:51-07:00,4,0,Love it,"yes I will admit I really did like Netflix at first and it started getting boring,but I have noticed that you guys are starting to step up your game and I hope it keeps coming.When you guys added twilight i immediately came on.Keep up the good work."
Tesla8789,2021-07-21 13:29:05-07:00,3,0,Signing up is a huge hassle,I couldn’t figure out how to watch stuff on it. The only reason I gave it 3 stars is because it is cool
sky.net1988,2021-07-21 13:27:03-07:00,2,0,Short the stock,"Second quarter reports shows almost half a million cancelled their Netflix membership, Netflix is struggling to add more members, down 85 percent subscribers from previous reports. There’s better streaming services out there.
Time to buy puts OR enter a short position.
Netflix should change into wokeflix"
sludge,2021-07-21 11:00:15-07:00,1,0,Why can’t you play the right episode?,I pressed play on Transformers War for Cybertron for the first time ever and it immediately jumped to S1E2! Why?! Please stop jerking us around for your viewership metrics.
UnitedGamer76,2021-07-21 10:59:04-07:00,5,0,Love it but,Can you make it so we don’t have to pay to watch I’m fine with ads but I don’t understand why we must pay
timothorn,2021-07-21 09:54:36-07:00,4,0,Pretty good,Awesome except they keep telling me to finish a show that i watched 1 episode of two years ago. Seriously at this point it makes me mad cause i’m obviously not gonna watch that. Anyway they need to stop hiking the price up. Greed is a disease.
gangter gayle,2021-07-21 08:23:01-07:00,1,0,Netflix,"This app is terrible they don’t want to make a fear street when the director does they don’t want to make any good shows so I have suggestions on shows/movies to get rid of so here they are, Riverdale, corbra ci, all of the kissing booth movies and more. And add little lunch back on to Netflix and if you don’t listen to me I will hunt you down and iykyk and I won’t hold back mark my words"
gsgssbdbh,2021-07-21 08:22:52-07:00,1,0,Fear street,Can you please get rid of live and Maddie and add the 4th fear street please it’s all over tiktok and ever one loves it and I want to see the forth one please add the last one Or else I will give you a bad rating trust me u will./
Lex.Marie...,2021-07-21 08:11:58-07:00,1,0,"When it works it’s great, but it never works","I’ll be in the middle of watching something on my phone and it will get a message and say that there is a problem with the title and that it needs to close, this happens a lot. I have everything updated in the app and it’s always an issue. I can’t even log in on my phone with the correct credentials. it just keeps going back to the blank log in screen, no matter how many times I try. Considering that Netflix keeps increasing the price, I’d like to see the additional cost go to fixing what I pay every month for. I have to log in every single time that I want to use it. Take notes from Hulu’s app, they never have problems."
gvecchio,2021-07-21 08:02:32-07:00,2,0,It’s not working,"I’ve been using Netflix for four to five years now and have never had a problem. I can still watch it fine on the tv but it won’t let me sign in on my phone, every time I try it just kicks me back to the home page where it’s asking if I want to sign in or sign up."
NGunn,2021-07-21 06:04:35-07:00,4,0,Suggestion,"I think the app should have a friends sharing recommended viewing feature. I with I could connect my friends lists…like click ‘recommend show to: and drop down list of all, or click which friend from an added list, like we pick in messenger who to share with. It would sure help me when I can’t figure out what to watch."
Janae J.🤍,2021-07-20 21:16:44-07:00,5,0,Fear street,I liked the fear street movies but they need to make a part 4 cuz who took the book my theory is ziggy so she can get Cindy back or josh friend online the girl or Sam it had to be a girl cuz a guys hands don’t look like that
ago_hoops_2,2021-07-20 19:17:39-07:00,4,0,😭😒,I would give it 5 stars but I can’t watch shows in English😒😭🤦‍♂️
☆josue☆,2021-07-20 19:12:07-07:00,1,0,this app has an issue,i cancelled my subscription but it still charged me
pleaserf,2021-07-20 12:55:06-07:00,5,0,Good app but,Please add bluey on Netflix for all
Wow. Amazing app😑,2021-07-20 11:06:56-07:00,5,0,My Thoughts On Netflix,"Netflix is a super great app where you can see Godzilla, Haikyu!!!
K-ON, Stranger Things, Shinkalion, Pokémon, Roblox, and more!"
Tangynathus,2021-07-20 11:04:57-07:00,1,0,So long.,There are better streaming opportunities out there. Don’t waste your money!
EMBEMBEMBEMB,2021-07-20 10:43:33-07:00,1,0,slow,"this app is slow on tvs, computers, tablets, and phones. it constantly stalls all so they can play previews in the background. would reco investing in some UX talent."
apple man 1234,2021-07-20 09:21:50-07:00,4,0,Great but also missing a few things,"Can you please add back all of the older Power Rangers installments? I’ve been watching Power Rangers since I was little. When you guys deleted all of the other seasons except for Mighty Morphin and Ninja Steel, I felt a little sad because now I can’t watch my favorite seasons like RPM and Wild Force. So, if you guys are seeing this, can you please add back all of the other seasons?"
fire bose,2021-07-20 08:40:40-07:00,5,0,Love Netflix but needs more Nickelodeon shows,Love Netflix becasue I love watching Nickelodeon show please add more Nickelodeon shows please and put all of the power rangers back on now love you Netflix creatures
hhhyuhhg,2021-07-20 07:36:14-07:00,5,0,Five out of five!❤️❤️❤️❤️😃😃😃😃,"Everything is awesome! You can play games on your iPad and watch it at the same time, it has all the best shows like victorious,Pokémon and icarly! AWESOME!!!!!!👏🏼👏🏼👏🏼👏🏼👏🏼👏🏼😃😃😃😃😃😃❤️❤️❤️❤️❤️❤️"
wyattjosephbehm,2021-07-20 07:03:23-07:00,1,0,The errors,Ok so every time I tried to use my Netflix account it would say profile error when there was nothing wrong with it because it was only on a-cirtain  device  and I checked it wasn’t the device and it wouldn’t download correctly and I can’t use what i already downloaded
jacket cooler,2021-07-20 06:59:00-07:00,1,0,A bad review,It keeps kicking me off not letting me sign back in and it keeps saying that I cannot chose the tab I want to go in
cole8979,2021-07-20 03:11:23-07:00,1,0,Sound glitches,The sound glitches every few seconds for a few seconds. It makes it difficult to watch anything.
Sue123406,2021-07-19 18:22:51-07:00,3,0,My Netflix,"I was watching so much Netflix until you took all my choices
away. I know I was one of your favorite visitors until you only
showed what was coming but the waiting was not what I wanted.
When I used to watch so much when I saw all the difference
movies I could choose from.
Susanne Gleason
Avon, Indiana"
petitsyrahh,2021-07-19 18:22:44-07:00,3,0,Please figure out a group watch feature,"14 months into a pandemic, honestly."
Sandie_coco,2021-07-19 16:39:00-07:00,3,0,Update,I just updated the app and now I can’t download movies.
Luiza🦋🦄🐬,2021-07-19 16:37:51-07:00,4,0,i love Netflix but..,i LOVE netflix but it doesn’t have more than one season like iCarly there’s six seasons there’s only two seasons like Netflix please add more seasons on a lot of stuff
hwangtaeyang,2021-07-19 14:42:57-07:00,2,0,VARIETY SHOWNYA DIKIT😤😤,"kasih bintang 2 aja ya.apknya bagus cuman masih ada kekurangannyaa,netflix jarang masukin variety show korea semacam new journey to the west,running man klo beneran ada pasti bakalan lebih seru solannya kan pasti ada saat saat lagi bosen no ton drama pengen nya nonton hiburann lebih enakkk klo adaa sebenennya mah ada satu variety show cuman itu gak di terjemahin sama dia jadi ga bisa nonton😭😭😭,tolong dong kedepannya banyak masukin variety shownyaa pleas🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻"
igoldieiI_honestreports <3,2021-07-19 13:21:24-07:00,4,0,good but issue.,please stop removing all the good movies and shows just to replace them with movies that have bad ratings and aren't as good as the ones you remove!!!
unhappy8888,2021-07-19 12:14:23-07:00,1,0,Thieves,Beware! Netflix charges you after you cancel. Then refuses to refund for all their fraudulent charges. They are thieves.
sunjiaBoss_12,2021-07-19 10:14:08-07:00,1,1,AWFUL.,"Don’t get me wrong I love Netflix and everything but, the selections need to get better. Some of these shows have been on Netflix since I was 6 or 7 and shows that I’ve grew up wit but was took off. Clueless, Bratz, Winx club season 1!! Some of these shows need to be put back on there. Some people have grew up with these shows and wanna watch them again but NO."
Steel Drums,2021-07-19 09:23:42-07:00,1,0,Doesn’t listen to users only it’s pocketbook,Absolutely sick and tired of telling the app who I am when I open it on *my* phone.
Junko 🙄,2021-07-19 09:17:47-07:00,3,0,Bring them back NOW.,WHERES MONSTER HIGH AND THE ORIGINWINX🤬I DEMAND YOU BRING THERE MOVIES BACKKKKKKKKK
gliterparty101,2021-07-19 04:22:35-07:00,4,0,Audio Description Issue,"i LOVEEE netflix but my only issue is the fact that when i watch something on my phone, the audio description doesn’t stay off. i’ll finish an episode and it’ll say that i’m on the normal version of the audio but it’s still describing it. please please please fix this it’s very annoying and it makes it much harder to watch stuff on mobile."
Sassyandfifi,2021-07-19 00:11:35-07:00,1,0,Thanks for ending support on my tv!,Was ending support for 2010 Vizio TVs really necessary?
Emily_castro_,2021-07-18 21:09:51-07:00,2,0,Why,It took of scary movies 123
hdhdidnek,2021-07-18 20:29:56-07:00,4,0,Good but subtitles needs work,"I love Netflix but however, there is something that bothers me. Its the fact that Netflix needs to make the subtitles EXACTLY what the characters/people say. I understand Netflix wants to make it a “awesome experience” like in “Miraculous Tales Of: Ladybug and Chat Noir”, I notice that the subtitles are not what they say. Why can’t you guys just make it correct? I know that its hard to add shows and movies, but its just not right. Deaf people are gonna get very confused by this. Either take off subtitles for fix the issue. Thanks for reading."
episodes guy,2021-07-18 19:47:49-07:00,4,0,This is,"Right, it’s a good place to watch movies and series but I’m upset that when I try to go into the app by my phone or iPad it says we can’t find an account with that email fix this pls.."
🤓🤩🥸😎🤪😜😛😋😝,2021-07-18 17:56:58-07:00,5,0,Love this but…,I love this app but I wish you would put all seasons of tv shows like my favorite show I Carly there is only 2 seasons on Netflix ☹️but other then that I love this and you should definitely get it
Katie_cat2100,2021-07-18 17:22:26-07:00,3,0,NETFLIX READ THIS!!!!,"I havent been using Netflix much lately because in my opinion the selection of shows and movies keep getting worse. It is also VERY overpriced for what shows the app has. I never knew that Netflix had 3.8/5 stars until now! I was surprised and not surprised at the same time. I also think a teen section is needed because the kid section is very imature and the adult section can be very inappropriate for teens. I think a teen section can have swearing, kissing, and some violence, but no nudity. Thank you. (Also pls lower your price most people can't even afford your app let alone just 2 screens)"
Sucks2013,2021-07-18 17:17:29-07:00,3,0,Almost Not Worth The Continual Price Increases,"The last two times (Weeks apart), I can’t watch a movie without it pausing and cutting out every few minutes. Netflix FIX this.  I need you to justify the price of the app for me or I’m canceling my subscription!!!"
N.est,2021-07-18 16:27:58-07:00,2,0,No point in downloading episodes,"Every time I download something it’s corrupted and doesn’t play, recently it’s even gotten worse, to the point every download is like this almost. If I stream the quality can suddenly hangs a lot or it might stop and buffer so it’s annoying to have to deal with not being able to download and use the app."
DaLaMon1508,2021-07-18 15:17:56-07:00,1,0,Really guilty app and platform!,"Every film just keep on discontinuing on every device and this is always really wrong! Now, you either stop removing nothing from Netflix, or else, you blithering idiots will all be fired!"
i wana wach annabell,2021-07-18 14:34:25-07:00,3,0,Why Netflix is good and bad,I don’t like how you took off such as Fairytale but Otherwise Netflix is A amazing thing to watch in your spare time
yaboieasten,2021-07-18 13:34:34-07:00,5,0,love it,"uh this app is honestly the best like i’ve been hooked on the show Lacasa De Papel it’s the best heist, love, and action show on netflix"
Dr Cop,2021-07-18 11:44:02-07:00,4,0,Blah...Ok but you no,"So I downloaded this show and I click it an Netflix say we are having trouble playing this. An I am like dude I just downloaded this. Two more issues, one they get rid of shows. And two it doesn’t have a few handfuls of thing I like.But I mean it also gives you something to do in the car so I mean it is pretty good which is why I gave it 4 stars."
يا الله يا محمد يا علي ✌️✌️,2021-07-18 11:18:36-07:00,3,0,Subtitles isse,"It needs to fix the subtitles issues because it can’t be smaller, btw i made it small on settings"
Send_Help,2021-07-18 10:50:37-07:00,4,0,Swag,"Uh pretty good app overall just a few favorites and just some things it needs to work on. Like, the downloads take soooo long I had to wait 2 days for just one episode to save. Uhh but whoever made the ability to exit the app but still watch episodes needs the good ol’ sloppy toppy gluck gluck 9000. Uhhh also the skip intro is p sweeet."
dhgdvsvdvdvdgegehdhrhrbbr,2021-07-18 08:47:27-07:00,5,0,Don’t,Don’t take talladega nights off pls I gave five stars so just do me that one favor
x_Mafya,2021-07-18 07:39:56-07:00,4,0,A,عدم توفير طريقه دفع عن طريق الاتونز وعدم القدره على انشاء حساب من التطبيق  can’t pay by iTunes and can’t register by the app
Christine.Kelly,2021-07-18 07:22:08-07:00,3,0,Miraculous ladybug season 4,Will not download miraculous ladybug season 4 and now I had to update it 2 times and it still doesn’t have it.
hbuhvveufhdbcutdewxhdeuo,2021-07-18 04:23:44-07:00,3,0,There is a issue,I will down load a episode and watch it the next day and it will keep saying “CaNnOt PlAy TiTlE” EVERY TIME
jade 😐,2021-07-18 02:03:02-07:00,1,0,Bring back gossip girl,Plz bring back gossip girl i don’t want to pay hbo max just for gossip girl plz it’s the only thing I had
viyrugdigcouv,2021-07-18 00:11:36-07:00,5,0,Ym,Netflix is life bro🤟🏻❤️🔥
fearsstreetsfan,2021-07-17 23:18:54-07:00,4,0,MAKE PART 4 OF FEAR STREETS!!!!,MAKE A PART 4 OF FEAR STREETS NOW OR ELSE I WILL DELETE THIS APP 👹👺
makayla(someone stold my name,2021-07-17 23:07:25-07:00,1,1,HOW DARE U,How dare u take of the grinch from Netflix HOW AM I SUPPOSED TO HAVE A GREAT CHRISTMAS WITHOUT THE GRINCH HOW AM I SUPPOSED TO CHEER ME UP WITHOUT TJE GRICNH OUT OF ALL MOVIES U TAKE OUT TJE GRICNH WOW NETFLIX THARS WHY IM STARTING TO USE HULU AND STUFF U BETTER PUT THE GRINCH UP OKAY IM TELLING U NOW OR IMA ASK MY MOM TO CANCEL THE SUBCRIBSOSOKDOD
Jalissa Kelly,2021-07-17 22:23:12-07:00,1,0,NO DORA!!,I give it a 1 because it does not have Dora
كلنا خالد,2021-07-17 21:20:35-07:00,1,0,I wronged Khaled Al-Dosari It is hostile to Islam and supports homosexuality,"👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻

I wronged Khaled Al-Dosari It is hostile to Islam and supports homosexuality"
cherry 🌙lune🌙,2021-07-17 19:18:49-07:00,4,0,Could have been five stars…,"Netflix is amazing! But there is a few flaws… 1, so I don’t know if this was an old thing and they fixed it but I was on my grandma’s TV and my little sister was with me so I wanted to put something for kids her age like cocomelon I found a kids profile the name was kids and so was the profile pic to I chose that but I was not happy at all it had things that would be on the adult profile and i don't want other little kids having access to things like Twilight and other adult TV shows and movies but her TV is old so that could be something that was fixed. 2 can you please stop removing so many shows? I wanted to check some things out that I watched a long time ago but they where removed! For example I wanted to watch something I had never finished it was the Loili Rock series I looked for it but it was removed and Netflix is the only place I could find it! Worst part none of these things returned! -Thank you if there’s anything else I notice that could be fixed I will inform you! Thank you for taking your time to read this review! I hope I can make the 4 stars a 5!"
Enderwolf1463,2021-07-17 19:08:13-07:00,4,0,This hurts,"I love that it had castlevania, but it took it down and im upset very badly at it bc i was watching it"
Sadboy696970,2021-07-17 19:03:31-07:00,4,0,Pretty good I guess,"Pro : loads fast, good selection, 

Con: not many Disney movies wish they had more, they don’t have white chicks so meh, honestly overhyped"
Zurgahattan,2021-07-17 17:51:04-07:00,2,0,Hate the new interface and home page,"It’s harder than ever to find the shows you’re currently watching. Worse, they’re trying to force feed you content, driving recommendations and forcing you to hear the content. I put it on mute while I spend 5 f’n minutes trying to find the show I’m watching

Prime, HBO Max and Hulu are so much better"
🐝🦇🪰🐦🪱🙈🐥👌🏻🐗🙂,2021-07-17 16:37:17-07:00,5,0,AMAZING,I love this app because right now I am watching fear street and the other 3 movies  and you guys have all of the new shows and movies on there is great all I want to say it thank you so much for putting ur time in to making sure we are entertained😁
Avaloveswwe,2021-07-17 16:28:22-07:00,4,0,Please read!!!😄,"Please read 

Dear Netflix I love all the content that is put on this app but , there should be a section wear it’s PG,PG13-14 Rated R and Mature audience. I also think you should bring back the show Backstage and bake new seasons of legacy’s but pass that you recommended this app to everyone that can afford it."
The unpraying,2021-07-17 15:45:14-07:00,1,0,Airplay to apple tv was disabled by Netflix,"Years ago, airplay to apple tv was possible and now it is not."
X manx,2021-07-17 14:36:42-07:00,4,0,Great,I’ve had Netflix for years now it’s always been my go to app to watch movies however it would be great if you had true auto-play when a movie is finished it automatically plays another similar movie right away instead giving me a choice of 3 different movies to choose from just play something and also if your tv series would play as a playlist instead of the entire series revolving around what is apparently a ‘featured’ episode that you can’t avoid.
idk01&28372,2021-07-17 13:38:38-07:00,3,0,HELP,"When I put my profile pic as Rośe from Blackpink or Ariana Grande, it says there is a problem selecting this profile. This only happens on my iphone and not on an Apple TV."
hshsjakaie,2021-07-17 12:42:00-07:00,3,0,icon of your choice!!,i think netflix should have a choice where you can choose your own icon from your own gallery!! the ones that are there are boring already and i think it would be fun to have something you enjoy as your icon.
TheWitherinRiser,2021-07-17 12:09:29-07:00,2,0,Poor system and app,App has so many problems and bugs. Text confirmations never get sent
murraycs,2021-07-17 12:01:18-07:00,2,1,Downloads mess up constantly,"Frequent failed downloads, often because I have “downloads on too many devices”, despite the fact that I’m not using more devices than my plan allows."
(・w・)⊃━☆ﾟ. * ･ ｡ﾟ,2021-07-17 09:55:08-07:00,5,0,Fix please,So I have a account but I can’t login back why what happened it’s great in all also for anime why does it take sooo long to go on Netflix like A YEAR.please fix :)
xxxx99,2021-07-17 09:48:40-07:00,2,0,Manual? Ordering of My List,Recently rejoined. Finally found where to delete the annoying Kids profile so it stopped asking who is watching. My List is still set to Manual Ordering and it’s still as wonky as before. Added some new items and Netflix placed them in random spots in the middle if list instead of one end or the other.
lamma hi,2021-07-17 07:59:55-07:00,4,0,Its good,CAN YOU PLS GET SEASON 2 OF PROMISE NEVER LAND AND TORADORA PLSSSSSSSSS
cobra 1234567891020,2021-07-17 07:35:13-07:00,4,0,What I hate,I wish that all the shows on there had all the seasons and episodes so I don’t have to look on YouTube for all the rest of the seasons and episodes that is What I hate about Netflix but it is still a really Awesome thing to have and I still Recommend that you should get it.
the worstttttttttt,2021-07-17 06:33:22-07:00,4,1,Love it but…,"I love Netflix! I have lots of shows I watch!!!! But the problem is they remove shows and movies I like bruh, secret life of pets 2, power rangers dino charge… that costs money now on prime video. Ok so no hate to net flux but can you please bring these back"
orosco42,2021-07-17 05:59:11-07:00,5,1,Please add more Henry danger and game shakers,I love Netflix but I think it could use Nickelodeon and I know you need permission so if you cant then it’s fine but I love Henry danger and game shakers don’t know if that’s Nickelodeon but I would love to see al 5 seasons of Henry danger and game shakers.
bye bye chicken,2021-07-17 04:55:41-07:00,4,0,Hello Netflix,"I am here to say that the movie believe me is not on Netflix for me, but for other people all over the social media and I really wanna watch it, if you mind to fix that for me i’d really appreciate that. Thank you, goodbye"
jimjamessss,2021-07-17 01:38:27-07:00,3,0,App doesn’t work,What is on the tv app spent show up on my phone at all. Just disappears at random.
Z 🤪🤩,2021-07-17 01:08:39-07:00,1,1,ADD CORALINE BACK,YALL WRONG FOR TAKING IT OUT AND MONSTERS HIGH OFF TOO🙄 ADD THEM BACK PLEASE AND THANK YOU !!
netflix is rude,2021-07-16 22:51:55-07:00,1,0,Netflix is a butt,They took how the grinch stole Christmas off of Netflix and now i have no way to watch it yall are butt heads
Jojo_bird,2021-07-16 22:44:36-07:00,4,0,i looove netflix but i have one little problem,netflix is the best place to go for movies n stuff but i cant seem to get onto any of the accounts without it an error popping up but otherwise netflix is a 10/10 for me
Normally a chase fan,2021-07-16 20:38:25-07:00,1,0,Leave my stuff alone!,"Stop reordering “my list”! It’s really manipulative and I don’t appreciate it. It’s also just frustrating - it’s the only thing I can control on this app, and every time I check it it’s been rearranged by Netflix!! Feels like a personal aggravation and I just remove whatever you put at the top because I’m so annoyed. Don’t tell me what to watch! (Never thought I’d have to state that…..)"
POLITICAL AGENDA ADS...REALLY,2021-07-16 19:47:18-07:00,1,0,Used Too Be Good,"Netflix is NOT Netflix anymore. Netflix has become weird, with terrible shows. Our family is fixing to leave/cancel and seek other options.

We did seek other options: Tubi and Hulu. 

Seems I spend more time else where now, then on Netflix unless a really good show happens to appear."
Sophiegio2,2021-07-16 19:44:03-07:00,5,0,why did you do this,"overall this is a very good app, but why did you take all of the good shows and movies off? i mean i was gonna watch a lot of the shows but now i cant because you took them off and i put them on my list, like why are you taking all of the goos Netflix shows/ movies off? i loved Netflix but now i have to go on different websites to go watch the same shows, and why do you guys have like a few seasons of one show on Netflix but on other websites there are a lot more? i mean overall you guys have a pretty great app but whats the point of taking shows off and then later putting them back on?"
leslie .L,2021-07-16 19:41:17-07:00,4,0,HELLOOO?,PUT HARRY POTTER. please let us do like a vote this were u take of the movies/shows or not for example for shera. We should do a voter thing we’re if we want to take of the shows or not.
lalalalalalallllalaallaal,2021-07-16 19:26:12-07:00,3,0,Boo,Thanks for Twilight collection✨✨✨✨
fresdhhs,2021-07-16 18:58:24-07:00,4,0,Comment ?,I wish Netflix had comments so you could see what everyone else thinks about the movies and shows
person11223444888,2021-07-16 17:37:17-07:00,1,3,I HATE YOU,YOU TOOK OFF MY FAVORITE SHOW HAWAII FIVE 0 FOR THESE STUPID UGLY TIKTOK PEOPLE THAT ARE SPOILED LITTLE RATS AND DESERVE NOTHING AND I HATE YOU SO MUCH I HOPE YOU SWIM AWAY INTO A WATERFALL.
dumm_girl,2021-07-16 15:53:50-07:00,4,0,"Dear Netflix ,",I love you  but if you don’t make sure their is another season of high-rise invasion I will sue you <3333
Carlin Kerr,2021-07-16 15:13:43-07:00,3,0,fix this please,"alright i love netflix but this is a little bug that should be fixed. 
every time me and my mom tried watching fear street for the first time, it would start loading to play but it stays on the loading screen and only the audio plays. it’s happening right now. please fixit soon"
jennaveve nixon,2021-07-16 12:33:38-07:00,4,0,One issue,I have a issue with w app because you keep taking off a lot of other people’s shows like monster high so now I can’t watch it anymore because I am 10 so there are a lot of apps I can’t use and this was my go to app to watch monster high so can you bring back some shows and movies and seiries
Chatoria young,2021-07-16 08:35:06-07:00,5,0,Why😭,"I might love this app so much, but I just don’t like how y’all are taking The Chucky series and how y’all took princess and the frog off, bro that show is a childhood, and The Chucky series?, I enjoyed that I watch it over and over to show how much I actually love the Chucky series :("
mjisrael3636262,2021-07-16 08:28:29-07:00,5,0,Stop Renewal,"Please I want to cancel my renewal subscription plan,how do I do that???
I really need help on that"
stevo-kc,2021-07-16 01:44:44-07:00,5,0,Comments,I think under a Netflix show u should add comments area where we can put what we liked and hated about the show and make our reviews? Please respond please please thank you for your assistance
diorfrombrooklyn,2021-07-16 01:14:56-07:00,5,0,Please renew mainfest,Save Manifest!!!!
harryp-twilight,2021-07-16 01:06:28-07:00,5,0,Dear Netflix,"I absolutely love the idea of Twilight coming out on Netflix, but I think you guys should add back things from the past, for example “Lab rats” or  “Jessie” and many more. Trust me I love Netflix so much but for one second I had nothing to watch."
MYSTxFIRE,2021-07-15 23:54:11-07:00,4,0,Need better movies,I love the overall UI and user experience when using the app.  Is quite simple and easy to use but my only problem is with the content it needs more popular movies and not 1 or 2 years after they have been released
why tho?🧐,2021-07-15 22:48:20-07:00,1,0,False advertisement,Me and my friends stayed up all night just to watch twilight 12:00 came by and we still weren’t able to watch it is almost 1:00 now and it is still not ready my friend is in tears cause we can’t watch it !!!!!!!!!!
lolipandacat,2021-07-15 21:48:36-07:00,1,1,WHY MUST IT BE MARY AND THE WITCHES FLOWER,THE AUDACITY TO REMOVE THE THIRD GHIBLI MOVIE ON THERE FOR THIS STUPID SHOW THAT NOBODY IS GOING TO WATCH WITCH SHOW I MEAN IS THE HYPE HOUSE TV SHOW LIKE WHO IS GOING TO WATCH THAT EXCEPT FOR SOME BABY'S WHO THINK CHARLIS CONTENT IS GOOD that's all have a nice day😊
kkhia,2021-07-15 21:09:19-07:00,1,0,Translation,The translations isn’t always correct I literally had to put the subtitles in the Korean language and translate it myself
Kat_Luvr_Caterwaul,2021-07-15 20:23:35-07:00,4,0,Please don't get rid of Operation Ouch,It's my favorite show and if you get rid of Operation Ouch I will be very upset and not watch Netflix as much. It really means a lot to me. There's nothing else I can watch it on.
Andrea Hinckson,2021-07-15 19:00:19-07:00,5,0,Come to Guyana and do a show,Come to Guyana and do a show
horibb,2021-07-15 18:13:58-07:00,3,0,Fine but has an issue,Ok so it says when you go to download the downloads it tells you that you can watch it offline but then when I try to watch them offline it doesn’t work 😐
👍🏼👍🏼👍🏼👍🏼❤️❤️❤️❤️,2021-07-15 18:05:53-07:00,5,0,Read is not a lot!!!,you can watch ANIME!!!! But I was watching “the promised never land” and I have another app that is for ✨A N I M E✨ and it had two seasons and in Netflix it has one same for “Demon slayer”. That’s all bye!!! And yes I am adicted to anime so what 😒 i am happy with it. But overall this app is amazing ❤️
Me_2234,2021-07-15 17:59:26-07:00,1,1,Stop removing content,"Why do you take off the shows that you are known for ? I loved dexter, as did the majority of your viewers, and they are coming out with a new season after being gone for years and yet you removed it as of December?? Why? Why should I keep spending money for the content if I can’t even finish watching it?"
fuffghv,2021-07-15 17:56:48-07:00,5,0,Young royals,"I LOVED young royals, i need a second season RIGHT NOW"
.-gaztro.-,2021-07-15 14:29:50-07:00,2,2,👎,The app is okay when I try to play downloaded shows an error keeps popping up
gamer24422,2021-07-15 13:43:06-07:00,1,2,Buggy,Buggy . Constantly crashes and not able to login
yuiani,2021-07-15 12:48:52-07:00,4,1,There is one thing that’s bothering me,"Okay so I know my opinion doesn’t really matter and that Netflix has a lot of good shows, but (and I don’t want to be rude in any way shape or form) ever show that has an lgbtqia+ character in it really only has one season, and it kind of troubles me. Like “I am not okay with this” only got one season, and “Bloom Into You” can’t be accessed with all versions of Netflix. And another example is “The Get Down”. All I’m trying to say is stop canceling all of the shows with LGBTQIA+ members in it! Please! It’s getting kind of annoying!"
borgardts,2021-07-15 11:24:26-07:00,1,1,Netflix,Out city of bones on
pokemon queen 246,2021-07-15 10:56:17-07:00,1,1,It won’t let me sign in,This is stupid it won’t let me sign in and I’m just trying to watch a simple show it’s stressing me out so much I threw my phone please fix it
LXSER/4liferx,2021-07-15 10:18:26-07:00,4,1,Miraculous ladybug,You guys should get the fourth season
horsees rock lol 🌹,2021-07-15 09:48:03-07:00,1,1,do you even care about your viewers,"So just saying the screen limit thing is ridiculous 17.99 a month 😧
Also I liked old Netflix more when barely anything was money. Oh and you don't even read the comets. not even the good ones so it just shows that all you care about is money and it's rude. I just wanna watch my shows but my little bro is watching pj masks and my big bro is watching flash. And my mom won't pay 17.99 a month for one single user or what ever for 3 people to watch something. And least make it give you 3 cuz it's a overpriced ripoff for 17.99 for one more user. I think that if your think about getting this think again. Or read some of the comments. Maybe try Disney+ prime or YouTube have a grate day from a 8 year old"
aliniemeyer,2021-07-15 08:41:06-07:00,5,0,I love this app,I love this app can you bring back the clicking sound when you touch your profile picture
hey you like bts?,2021-07-15 08:15:49-07:00,1,2,It’s not good,Its slow
charliecorn12,2021-07-15 05:46:36-07:00,1,1,Bad,WHY DID YOU TAKE CORLINE OFF IT WAS MY FAV PLS PUT IT BACK ON!!!!! MY HEART IS BROKEN I WATCHED IT ALMOST EVERY DAY!!!!💔💔💔💔💔💔😭😭😭
Bff Twins Leila and Bella,2021-07-15 05:28:48-07:00,5,0,Amazing app!,"This app has tons of movies and tv shows!!! I do think it may need a few upgrades but overall, a amazing app. There are shows that are not good for kids but there is a kids channel for ur kids!!! In my opinion I think u should download Netflix."
roadrunnawes,2021-07-15 00:53:17-07:00,2,1,Please add naruto shippuden and boruto back plz,Can u guys put it back plz
